Interval,Timestamp,Flume Depth(mm)[Central1_8S1897],AV Flow(l/s)[Central1_8S1897],Flume Flow(l/s)[Central1_8S1897],Total Precipitation (mm)[RG_RomanoWRP]
15 Min,2021-07-13 16:30,18.32,1.73,0.33,0
15 Min,2021-07-13 16:45,12.9,0.77,0.2,0
15 Min,2021-07-13 17:00,14.29,0.58,0.2,1.4
15 Min,2021-07-13 17:15,14.49,1.53,0.3,0
15 Min,2021-07-13 17:30,18.92,1.63,0.38,0
15 Min,2021-07-13 17:45,18.06,1.38,0.41,0.6
15 Min,2021-07-13 18:00,19.38,1.5,0.31,0.3
15 Min,2021-07-13 18:15,16.8,1.4,0.31,0.4
15 Min,2021-07-13 18:30,15.08,1.25,0.26,0
15 Min,2021-07-13 18:45,15.15,0.99,0.25,0.1
15 Min,2021-07-13 19:00,18.26,1.75,0.44,0.05
15 Min,2021-07-13 19:15,17.43,1.52,0.25,0
15 Min,2021-07-13 19:30,13.76,0.64,0.21,0
15 Min,2021-07-13 19:45,15.02,0.2,0.22,0
15 Min,2021-07-13 20:00,12.97,0.49,0.18,0
15 Min,2021-07-13 20:15,12.57,0.54,0.19,0
15 Min,2021-07-13 20:30,13.56,0.32,0.2,0
15 Min,2021-07-13 20:45,13.23,1.56,0.22,0
15 Min,2021-07-13 21:00,20.64,1.28,0.49,0
15 Min,2021-07-13 21:15,14.49,0.5,0.23,0
15 Min,2021-07-13 21:30,14.09,0.81,0.26,0
15 Min,2021-07-13 21:45,14.49,0.94,0.24,0
15 Min,2021-07-13 22:00,15.81,1.11,0.25,0
15 Min,2021-07-13 22:15,14.82,1.01,0.25,0
15 Min,2021-07-13 22:30,14.82,1.06,0.24,0
15 Min,2021-07-13 22:45,13.56,0.79,0.28,0
15 Min,2021-07-13 23:00,20.9,1.84,0.6,0
15 Min,2021-07-13 23:15,17.6,0.37,0.17,0
15 Min,2021-07-13 23:30,12.31,1.09,0.18,0
15 Min,2021-07-13 23:45,12.37,0.8,0.17,0
15 Min,2021-07-14 0:00,12.17,0.49,0.17,0
15 Min,2021-07-14 0:15,13.56,1.24,0.22,0
15 Min,2021-07-14 0:30,14.09,0.53,0.21,0
15 Min,2021-07-14 0:45,12.44,0.14,0.17,0
15 Min,2021-07-14 1:00,15.15,0.56,0.28,0
15 Min,2021-07-14 1:15,16.41,1.41,0.3,0
15 Min,2021-07-14 1:30,16.94,1.41,0.32,0
15 Min,2021-07-14 1:45,16.67,0.33,0.29,0
15 Min,2021-07-14 2:00,16.41,0.65,0.31,0
15 Min,2021-07-14 2:15,16.74,0.45,0.29,0
15 Min,2021-07-14 2:30,15.61,0.6,0.28,0
15 Min,2021-07-14 2:45,16.47,1.35,0.28,0
15 Min,2021-07-14 3:00,15.94,0.65,0.28,0
15 Min,2021-07-14 3:15,16.01,0.12,0.28,0
15 Min,2021-07-14 3:30,15.94,0.65,0.27,0
15 Min,2021-07-14 3:45,15.74,0.9,0.27,0
15 Min,2021-07-14 4:00,15.61,0.24,0.29,0
15 Min,2021-07-14 4:15,16.14,1.1,0.26,0
15 Min,2021-07-14 4:30,15.61,0.09,0.26,0
15 Min,2021-07-14 4:45,15.68,0.04,0.28,0
15 Min,2021-07-14 5:00,17.13,1.14,0.33,0
15 Min,2021-07-14 5:15,17.07,0.96,0.33,0
15 Min,2021-07-14 5:30,17.27,0.98,0.31,0
15 Min,2021-07-14 5:45,16.41,0.93,0.3,0
15 Min,2021-07-14 6:00,17.66,1.92,0.38,0
15 Min,2021-07-14 6:15,20.31,2.13,0.5,0
15 Min,2021-07-14 6:30,19.58,1.36,0.33,0
15 Min,2021-07-14 6:45,16.67,0.41,0.3,0
15 Min,2021-07-14 7:00,16.14,0.37,0.29,0
15 Min,2021-07-14 7:15,17.53,1.59,0.33,0
15 Min,2021-07-14 7:30,16.8,1.01,0.33,0
15 Min,2021-07-14 7:45,17.53,1.87,0.32,0
15 Min,2021-07-14 8:00,17.13,1.79,0.33,0
15 Min,2021-07-14 8:15,17.8,1.53,0.33,0
15 Min,2021-07-14 8:30,16.41,2.19,0.3,0
15 Min,2021-07-14 8:45,17.53,1.88,0.33,0
15 Min,2021-07-14 9:00,16.87,0.69,0.3,0
15 Min,2021-07-14 9:15,17.73,1.88,0.46,0
15 Min,2021-07-14 9:30,20.9,1.48,0.37,0
15 Min,2021-07-14 9:45,17.99,1.29,0.34,0
15 Min,2021-07-14 10:00,17.4,1.25,0.32,0
15 Min,2021-07-14 10:15,16.87,1.7,0.32,0
15 Min,2021-07-14 10:30,17.66,1.25,0.34,0
15 Min,2021-07-14 10:45,17.86,1.47,0.35,0
15 Min,2021-07-14 11:00,17.93,1.31,0.33,0
15 Min,2021-07-14 11:15,17.6,0.72,0.33,0
15 Min,2021-07-14 11:30,16.94,0.5,0.31,0
15 Min,2021-07-14 11:45,16.94,0.77,0.36,0
15 Min,2021-07-14 12:00,20.77,1.33,0.44,0
15 Min,2021-07-14 12:15,17.73,1.74,0.38,0
15 Min,2021-07-14 12:30,19.52,1.61,0.4,0
15 Min,2021-07-14 12:45,20.24,2.52,0.41,0
15 Min,2021-07-14 13:00,18.66,2,0.4,0
15 Min,2021-07-14 13:15,20.51,1.26,0.41,0
15 Min,2021-07-14 13:30,20.57,2.72,0.66,0
15 Min,2021-07-14 13:45,21.17,1.69,0.35,0
15 Min,2021-07-14 14:00,20.18,1.99,0.4,0
15 Min,2021-07-14 14:15,21.57,1.81,0.51,0
15 Min,2021-07-14 14:30,18.59,2.39,0.37,0
15 Min,2021-07-14 14:45,20.11,2.61,0.48,0
15 Min,2021-07-14 15:00,18.59,1.92,0.34,0
15 Min,2021-07-14 15:15,20.31,0.81,0.45,0
15 Min,2021-07-14 15:30,16.87,0.14,0.35,0
15 Min,2021-07-14 15:45,19.71,1.47,0.44,0
15 Min,2021-07-14 16:00,20.38,0.65,0.39,0
15 Min,2021-07-14 16:15,19.58,1.59,0.44,0
15 Min,2021-07-14 16:30,17.13,1.44,0.3,0
15 Min,2021-07-14 16:45,17.46,2.24,0.37,0
15 Min,2021-07-14 17:00,18.52,1.66,0.34,0
15 Min,2021-07-14 17:15,18.99,3.5,0.43,0
15 Min,2021-07-14 17:30,19.12,2.06,0.41,0
15 Min,2021-07-14 17:45,19.98,1.49,0.37,0
15 Min,2021-07-14 18:00,17.46,1.64,0.32,0
15 Min,2021-07-14 18:15,16.41,2.14,0.35,0
15 Min,2021-07-14 18:30,19.45,2.24,0.49,0
15 Min,2021-07-14 18:45,20.51,1.54,0.33,0
15 Min,2021-07-14 19:00,16.54,1.19,0.29,0
15 Min,2021-07-14 19:15,18.46,1.55,0.44,0
15 Min,2021-07-14 19:30,18.19,1.53,0.36,0
15 Min,2021-07-14 19:45,16.34,2.03,0.29,0
15 Min,2021-07-14 20:00,16.94,1.72,0.33,0
15 Min,2021-07-14 20:15,17,2,0.31,0
15 Min,2021-07-14 20:30,17.4,1.92,0.36,0
15 Min,2021-07-14 20:45,19.78,2.23,0.45,0
15 Min,2021-07-14 21:00,19.32,2.16,0.37,0
15 Min,2021-07-14 21:15,18.39,1.05,0.37,0
15 Min,2021-07-14 21:30,19.25,1.82,0.37,0
15 Min,2021-07-14 21:45,17.86,2.11,0.43,0
15 Min,2021-07-14 22:00,20.77,1.64,0.39,0
15 Min,2021-07-14 22:15,17.53,1.18,0.3,0
15 Min,2021-07-14 22:30,16.54,1.21,0.31,0
15 Min,2021-07-14 22:45,17.66,1.15,0.32,0
15 Min,2021-07-14 23:00,17.07,1.3,0.31,0
15 Min,2021-07-14 23:15,19.52,3.22,0.49,0
15 Min,2021-07-14 23:30,19.05,1.71,0.32,0
15 Min,2021-07-14 23:45,16.54,1.19,0.3,0
15 Min,2021-07-15 0:00,15.74,0.51,0.28,0
15 Min,2021-07-15 0:15,16.21,2.06,0.28,0
15 Min,2021-07-15 0:30,16.21,1.73,0.29,0
15 Min,2021-07-15 0:45,16.41,0.17,0.28,0
15 Min,2021-07-15 1:00,15.68,0.25,0.27,0
15 Min,2021-07-15 1:15,16.01,0.86,0.3,0
15 Min,2021-07-15 1:30,16.74,1.14,0.3,0
15 Min,2021-07-15 1:45,16.6,0.72,0.29,0
15 Min,2021-07-15 2:00,15.41,0.27,0.25,0
15 Min,2021-07-15 2:15,15.35,0.67,0.28,0
15 Min,2021-07-15 2:30,16.74,1.17,0.29,0
15 Min,2021-07-15 2:45,18.66,0.92,0.39,0
15 Min,2021-07-15 3:00,15.61,0.21,0.26,0
15 Min,2021-07-15 3:15,15.35,0.33,0.26,0
15 Min,2021-07-15 3:30,15.88,0.65,0.28,0
15 Min,2021-07-15 3:45,15.48,0.57,0.28,0
15 Min,2021-07-15 4:00,16.14,0.41,0.27,0
15 Min,2021-07-15 4:15,16.27,0.73,0.29,0
15 Min,2021-07-15 4:30,16.01,1,0.28,0
15 Min,2021-07-15 4:45,15.61,0.33,0.26,0
15 Min,2021-07-15 5:00,15.74,0.87,0.26,0
15 Min,2021-07-15 5:15,15.28,1.63,0.28,0
15 Min,2021-07-15 5:30,16.6,0.99,0.28,0
15 Min,2021-07-15 5:45,16.14,0.73,0.3,0
15 Min,2021-07-15 6:00,17.27,1.01,0.32,0
15 Min,2021-07-15 6:15,16.34,0.85,0.3,0
15 Min,2021-07-15 6:30,18.99,1.61,0.39,0
15 Min,2021-07-15 6:45,17,1.17,0.31,0
15 Min,2021-07-15 7:00,17.99,1.72,0.36,0
15 Min,2021-07-15 7:15,17.53,1.54,0.32,0
15 Min,2021-07-15 7:30,17.13,1.3,0.3,0
15 Min,2021-07-15 7:45,17.07,0.92,0.34,0
15 Min,2021-07-15 8:00,17.4,1.55,0.34,0
15 Min,2021-07-15 8:15,17.13,2.04,0.31,0
15 Min,2021-07-15 8:30,17.66,2.05,0.34,0
15 Min,2021-07-15 8:45,17.66,1.83,0.35,0
15 Min,2021-07-15 9:00,17.86,2.05,0.31,0
15 Min,2021-07-15 9:15,17.93,1.34,0.36,0
15 Min,2021-07-15 9:30,18.59,1.33,0.38,0
15 Min,2021-07-15 9:45,18.32,0.89,0.37,0
15 Min,2021-07-15 10:00,18.92,0.96,0.37,0
15 Min,2021-07-15 10:15,17.6,1.02,0.37,0
15 Min,2021-07-15 10:30,21.7,2.18,0.49,0
15 Min,2021-07-15 10:45,19.71,1.47,0.42,0
15 Min,2021-07-15 11:00,19.05,0.86,0.38,0
15 Min,2021-07-15 11:15,18.46,1.9,0.39,0
15 Min,2021-07-15 11:30,17.8,1.65,0.33,0
15 Min,2021-07-15 11:45,16.8,1.2,0.29,0
15 Min,2021-07-15 12:00,17.86,1.37,0.38,0
15 Min,2021-07-15 12:15,18.26,1.12,0.33,0
15 Min,2021-07-15 12:30,17.13,1.5,0.34,0
15 Min,2021-07-15 12:45,17.6,1.56,0.3,0
15 Min,2021-07-15 13:00,17.66,2.72,0.38,0
15 Min,2021-07-15 13:15,20.84,1.64,0.44,0
15 Min,2021-07-15 13:30,18.52,2.02,0.38,0
15 Min,2021-07-15 13:45,16.87,1.75,0.32,0
15 Min,2021-07-15 14:00,17.66,1.88,0.41,0
15 Min,2021-07-15 14:15,19.65,1.5,0.37,0
15 Min,2021-07-15 14:30,20.31,1.31,0.39,0
15 Min,2021-07-15 14:45,17.13,0.44,0.32,0
15 Min,2021-07-15 15:00,18.19,1.35,0.4,1
15 Min,2021-07-15 15:15,18.85,1.76,0.41,0.7
15 Min,2021-07-15 15:30,20.38,2.27,0.4,0.1
15 Min,2021-07-15 15:45,17.99,1.08,0.32,0
15 Min,2021-07-15 16:00,16.8,0.28,0.31,0
15 Min,2021-07-15 16:15,18.13,1,0.36,0
15 Min,2021-07-15 16:30,19.18,1.65,0.43,0
15 Min,2021-07-15 16:45,22.82,2.01,0.54,0
15 Min,2021-07-15 17:00,18.06,0.61,0.31,0
15 Min,2021-07-15 17:15,15.61,0.55,0.26,0
15 Min,2021-07-15 17:30,14.55,0.56,0.25,0
15 Min,2021-07-15 17:45,15.74,1.75,0.26,0
15 Min,2021-07-15 18:00,14.95,0.78,0.27,0
15 Min,2021-07-15 18:15,14.62,0.91,0.21,0
15 Min,2021-07-15 18:30,13.1,0.69,0.18,0
15 Min,2021-07-15 18:45,14.42,0.94,0.23,0
15 Min,2021-07-15 19:00,14.49,1.39,0.26,0
15 Min,2021-07-15 19:15,15.15,1.02,0.27,0
15 Min,2021-07-15 19:30,17.27,0.98,0.3,0
15 Min,2021-07-15 19:45,14.09,1.14,0.24,0
15 Min,2021-07-15 20:00,13.83,0.57,0.2,0
15 Min,2021-07-15 20:15,12.04,0.5,0.17,0
15 Min,2021-07-15 20:30,12.5,0.53,0.16,0
15 Min,2021-07-15 20:45,11.84,0.31,0.16,0
15 Min,2021-07-15 21:00,12.17,0.64,0.17,0
15 Min,2021-07-15 21:15,14.69,1.59,0.24,0
15 Min,2021-07-15 21:30,12.7,0.95,0.16,0
15 Min,2021-07-15 21:45,11.31,0.57,0.16,0
15 Min,2021-07-15 22:00,11.84,0.49,0.15,0
15 Min,2021-07-15 22:15,11.91,1.1,0.19,0
15 Min,2021-07-15 22:30,12.77,0.68,0.16,0
15 Min,2021-07-15 22:45,11.45,1.69,0.29,0
15 Min,2021-07-15 23:00,15.88,0.44,0.15,0
15 Min,2021-07-15 23:15,12.57,1.03,0.21,0
15 Min,2021-07-15 23:30,12.97,1.02,0.17,0
15 Min,2021-07-15 23:45,11.78,0.48,0.15,0
15 Min,2021-07-16 0:00,10.52,0.32,0.12,0
15 Min,2021-07-16 0:15,10.25,0.21,0.12,0
15 Min,2021-07-16 0:30,11.05,0.77,0.17,0
15 Min,2021-07-16 0:45,16.01,0.16,0.28,0
15 Min,2021-07-16 1:00,15.41,0.75,0.27,0
15 Min,2021-07-16 1:15,11.91,0.44,0.14,0
15 Min,2021-07-16 1:30,11.91,1.44,0.16,0
15 Min,2021-07-16 1:45,10.85,0.27,0.14,0
15 Min,2021-07-16 2:00,11.58,0.48,0.14,0
15 Min,2021-07-16 2:15,10.98,0.32,0.13,0
15 Min,2021-07-16 2:30,10.06,0.1,0.12,0
15 Min,2021-07-16 2:45,11.11,0.56,0.14,0
15 Min,2021-07-16 3:00,10.92,0.54,0.14,0
15 Min,2021-07-16 3:15,11.11,0.55,0.14,0
15 Min,2021-07-16 3:30,10.52,0.3,0.12,0
15 Min,2021-07-16 3:45,9.86,0.26,0.11,0
15 Min,2021-07-16 4:00,10.98,0.42,0.16,0
15 Min,2021-07-16 4:15,11.11,0.54,0.12,0
15 Min,2021-07-16 4:30,9.92,0.1,0.11,0
15 Min,2021-07-16 4:45,10.06,0.16,0.12,0
15 Min,2021-07-16 5:00,10.12,0.12,0.11,0
15 Min,2021-07-16 5:15,12.04,0.38,0.19,0
15 Min,2021-07-16 5:30,12.17,0.77,0.16,0
15 Min,2021-07-16 5:45,13.43,1.28,0.25,0.4
15 Min,2021-07-16 6:00,14.49,0.8,0.19,0.5
15 Min,2021-07-16 6:15,12.11,0.92,0.21,1.1
15 Min,2021-07-16 6:30,15.94,1.19,0.27,0.1
15 Min,2021-07-16 6:45,17.33,1.37,0.32,0
15 Min,2021-07-16 7:00,14.29,1.46,0.25,0
15 Min,2021-07-16 7:15,15.61,1.22,0.25,0
15 Min,2021-07-16 7:30,13.3,0.51,0.16,0.1
15 Min,2021-07-16 7:45,14.09,0.87,0.24,0
15 Min,2021-07-16 8:00,15.48,1.4,0.29,0
15 Min,2021-07-16 8:15,15.94,1.53,0.32,0.1
15 Min,2021-07-16 8:30,18.19,1.37,0.32,0
15 Min,2021-07-16 8:45,17.93,1.09,0.39,0.3
15 Min,2021-07-16 9:00,21.37,2.72,0.58,1.6
15 Min,2021-07-16 9:15,26,0,0.68,3.2
15 Min,2021-07-16 9:30,26.66,0,0.96,5.8
15 Min,2021-07-16 9:45,53.71,0,4.12,3.8
15 Min,2021-07-16 10:00,232.82,1.15,6.52,3.1
15 Min,2021-07-16 10:15,1415.48,6.05,0,2.7
15 Min,2021-07-16 10:30,2126.83,11.29,0,5.5
15 Min,2021-07-16 10:45,2130.02,13.41,0,12.6
15 Min,2021-07-16 11:00,1964.63,13.58,0,17.5
15 Min,2021-07-16 11:15,1667.19,15.05,0,2.3
15 Min,2021-07-16 11:30,1296.5,7.04,0,1.7
15 Min,2021-07-16 11:45,909.93,9.98,0,1.1
15 Min,2021-07-16 12:00,507.63,9.32,0,0.1
15 Min,2021-07-16 12:15,118.58,6.59,5.55,0.3
15 Min,2021-07-16 12:30,75.87,6.16,5.31,0.3
15 Min,2021-07-16 12:45,74.28,6.79,5.2,1
15 Min,2021-07-16 13:00,75.74,5.15,5.34,1.7
15 Min,2021-07-16 13:15,75.01,7.32,5.41,0.9
15 Min,2021-07-16 13:30,76.2,6.46,5.26,1.8
15 Min,2021-07-16 13:45,75.81,5.98,5.29,2.2
15 Min,2021-07-16 14:00,73.29,5.92,5.03,1
15 Min,2021-07-16 14:15,73.29,6.4,5.14,0.2
15 Min,2021-07-16 14:30,74.15,6.29,5.09,0.5
15 Min,2021-07-16 14:45,71.84,6.06,4.74,1.8
15 Min,2021-07-16 15:00,70.18,5.15,4.53,1.2
15 Min,2021-07-16 15:15,67.07,5.12,4.22,0.5
15 Min,2021-07-16 15:30,65.88,4.16,3.97,0.3
15 Min,2021-07-16 15:45,63.9,4.99,3.84,0.1
15 Min,2021-07-16 16:00,62.77,4.08,3.81,0.2
15 Min,2021-07-16 16:15,61.05,4.84,3.42,0.1
15 Min,2021-07-16 16:30,59.6,4.36,3.26,0.1
15 Min,2021-07-16 16:45,56.95,4.59,3.14,0
15 Min,2021-07-16 17:00,58.08,4.64,3.13,0
15 Min,2021-07-16 17:15,56.42,3.94,3.07,0
15 Min,2021-07-16 17:30,52.59,4.68,2.67,0
15 Min,2021-07-16 17:45,51.99,3.44,2.5,0
15 Min,2021-07-16 18:00,49.48,3.61,2.46,0
15 Min,2021-07-16 18:15,50.07,3.33,2.48,0
15 Min,2021-07-16 18:30,49.74,2.97,2.3,0
15 Min,2021-07-16 18:45,48.82,3.14,2.3,0
15 Min,2021-07-16 19:00,46.57,2.79,2.04,0
15 Min,2021-07-16 19:15,45.77,3.05,1.93,0
15 Min,2021-07-16 19:30,44.45,2.82,1.95,0
15 Min,2021-07-16 19:45,43.2,2.12,1.8,0
15 Min,2021-07-16 20:00,42.14,2.61,1.77,0
15 Min,2021-07-16 20:15,41.61,2.53,1.75,0
15 Min,2021-07-16 20:30,41.74,1.97,1.65,0
15 Min,2021-07-16 20:45,40.02,2.22,1.55,0
15 Min,2021-07-16 21:00,37.71,1.93,1.52,0
15 Min,2021-07-16 21:15,38.7,1.95,1.38,0
15 Min,2021-07-16 21:30,37.57,1.89,1.44,0
15 Min,2021-07-16 21:45,37.04,2.2,1.38,0.1
15 Min,2021-07-16 22:00,36.51,2.05,1.3,0
15 Min,2021-07-16 22:15,34.33,2.36,1.13,0
15 Min,2021-07-16 22:30,33.6,2.02,1.12,0
15 Min,2021-07-16 22:45,32.22,2.25,1.06,0
15 Min,2021-07-16 23:00,32.61,2.1,1.06,0
15 Min,2021-07-16 23:15,30.96,1.97,0.98,0
15 Min,2021-07-16 23:30,31.42,2.49,0.99,0
15 Min,2021-07-16 23:45,30.36,1.39,0.96,0
15 Min,2021-07-17 0:00,30.89,1.81,0.94,0
15 Min,2021-07-17 0:15,30.96,2.2,1.01,0
15 Min,2021-07-17 0:30,32.41,1.6,1.08,0.1
15 Min,2021-07-17 0:45,32.35,1.65,1.07,0.2
15 Min,2021-07-17 1:00,30.83,1.72,0.94,0.3
15 Min,2021-07-17 1:15,30.1,1.56,0.93,0.3
15 Min,2021-07-17 1:30,29.7,1.55,0.91,0.4
15 Min,2021-07-17 1:45,30.5,1.78,0.96,0.4
15 Min,2021-07-17 2:00,30.96,2.06,0.99,0.2
15 Min,2021-07-17 2:15,31.82,1.87,1,0.2
15 Min,2021-07-17 2:30,29.37,1.85,0.89,0.2
15 Min,2021-07-17 2:45,29.44,2.05,0.88,0.2
15 Min,2021-07-17 3:00,29.3,1.2,0.92,0.3
15 Min,2021-07-17 3:15,29.9,1.66,0.87,0.1
15 Min,2021-07-17 3:30,28.78,2.19,0.86,0.2
15 Min,2021-07-17 3:45,29.37,1.86,0.92,0.3
15 Min,2021-07-17 4:00,29.7,1.52,0.89,0
15 Min,2021-07-17 4:15,30.16,2.59,0.96,0.4
15 Min,2021-07-17 4:30,30.83,1.96,0.95,0.4
15 Min,2021-07-17 4:45,30.89,2.42,0.98,0.3
15 Min,2021-07-17 5:00,31.02,1.86,1.03,0.4
15 Min,2021-07-17 5:15,31.62,2.72,1.03,0.6
15 Min,2021-07-17 5:30,32.41,2.39,1.03,0.4
15 Min,2021-07-17 5:45,31.69,3.27,1.06,0.2
15 Min,2021-07-17 6:00,31.69,2.06,0.96,0.4
15 Min,2021-07-17 6:15,31.75,2.04,1.05,0.5
15 Min,2021-07-17 6:30,32.41,3.02,1.09,0.3
15 Min,2021-07-17 6:45,31.75,3.12,1.03,0.2
15 Min,2021-07-17 7:00,33.6,3.75,1.15,0.4
15 Min,2021-07-17 7:15,33.41,3.56,1.24,0.3
15 Min,2021-07-17 7:30,38.23,3.65,1.49,0.2
15 Min,2021-07-17 7:45,36.78,3.57,1.29,0.4
15 Min,2021-07-17 8:00,34.13,3.49,1.16,0.2
15 Min,2021-07-17 8:15,33.01,3.05,1.06,0
15 Min,2021-07-17 8:30,32.15,3.71,1.06,0
15 Min,2021-07-17 8:45,31.42,3.24,0.96,0
15 Min,2021-07-17 9:00,30.1,3.14,0.94,0
15 Min,2021-07-17 9:15,30.5,3.45,0.94,0
15 Min,2021-07-17 9:30,31.09,4.26,1.01,0
15 Min,2021-07-17 9:45,32.15,4.12,1.04,0
15 Min,2021-07-17 10:00,31.09,4.28,0.93,0
15 Min,2021-07-17 10:15,29.77,4.21,0.94,0
15 Min,2021-07-17 10:30,33.27,3.33,1.17,0
15 Min,2021-07-17 10:45,31.75,3.79,1.06,0
15 Min,2021-07-17 11:00,31.16,4.06,0.99,0
15 Min,2021-07-17 11:15,30.69,3.92,0.9,0
15 Min,2021-07-17 11:30,29.37,3.75,0.86,0
15 Min,2021-07-17 11:45,29.3,4.22,0.87,0
15 Min,2021-07-17 12:00,29.24,3.06,0.89,0
15 Min,2021-07-17 12:15,28.78,3.66,0.98,0
15 Min,2021-07-17 12:30,32.28,2.88,0.93,0
15 Min,2021-07-17 12:45,29.57,3.43,0.89,0
15 Min,2021-07-17 13:00,29.04,3.04,0.88,0
15 Min,2021-07-17 13:15,28.64,2.11,0.87,0
15 Min,2021-07-17 13:30,28.78,2.55,0.88,0
15 Min,2021-07-17 13:45,29.7,2.57,1,0
15 Min,2021-07-17 14:00,31.09,3,0.91,0
15 Min,2021-07-17 14:15,28.11,1.72,0.78,0
15 Min,2021-07-17 14:30,28.97,1.79,0.88,0
15 Min,2021-07-17 14:45,28.84,1.86,0.84,0
15 Min,2021-07-17 15:00,26.92,2.48,0.79,0
15 Min,2021-07-17 15:15,27.65,2.21,0.79,0
15 Min,2021-07-17 15:30,27.32,1.58,0.71,0
15 Min,2021-07-17 15:45,27.19,1.9,0.77,0
15 Min,2021-07-17 16:00,27.65,1.89,0.76,0
15 Min,2021-07-17 16:15,25.67,2.38,0.72,0
15 Min,2021-07-17 16:30,25.01,1.78,0.63,0
15 Min,2021-07-17 16:45,24.74,1.77,0.65,0
15 Min,2021-07-17 17:00,24.48,1.18,0.6,0
15 Min,2021-07-17 17:15,24.21,1.22,0.64,0
15 Min,2021-07-17 17:30,26.53,2.38,0.76,0
15 Min,2021-07-17 17:45,26.99,2.59,0.74,0
15 Min,2021-07-17 18:00,26.79,2.92,0.78,0
15 Min,2021-07-17 18:15,24.81,1.89,0.66,0
15 Min,2021-07-17 18:30,25.73,1.4,0.6,0
15 Min,2021-07-17 18:45,23.22,1.8,0.67,0
15 Min,2021-07-17 19:00,24.87,0.76,0.57,0
15 Min,2021-07-17 19:15,24.21,1.63,0.59,0
15 Min,2021-07-17 19:30,24.87,2.12,0.63,0
15 Min,2021-07-17 19:45,23.09,2.21,0.56,0
15 Min,2021-07-17 20:00,24.08,1.8,0.66,0
15 Min,2021-07-17 20:15,25.6,2.48,0.68,0
15 Min,2021-07-17 20:30,24.01,2,0.58,0
15 Min,2021-07-17 20:45,23.62,2.64,0.61,0
15 Min,2021-07-17 21:00,25.14,2.87,0.65,0
15 Min,2021-07-17 21:15,24.15,2.42,0.62,0
15 Min,2021-07-17 21:30,23.75,3.1,0.61,0
15 Min,2021-07-17 21:45,23.62,2.36,0.55,0
15 Min,2021-07-17 22:00,22.56,2.33,0.53,0
15 Min,2021-07-17 22:15,22.09,2.57,0.54,0
15 Min,2021-07-17 22:30,23.95,1.98,0.58,0
15 Min,2021-07-17 22:45,21.9,2.64,0.56,0
15 Min,2021-07-17 23:00,22.89,3.11,0.52,0
15 Min,2021-07-17 23:15,22.36,1.69,0.55,0
15 Min,2021-07-17 23:30,24.48,1.38,0.58,0
15 Min,2021-07-17 23:45,23.22,1.56,0.58,0
15 Min,2021-07-18 0:00,21.3,1.59,0.48,0
15 Min,2021-07-18 0:15,20.97,1.08,0.46,0
15 Min,2021-07-18 0:30,20.24,1.99,0.45,0
15 Min,2021-07-18 0:45,21.3,2.2,0.49,0
15 Min,2021-07-18 1:00,22.03,1.41,0.5,0
15 Min,2021-07-18 1:15,20.51,0.94,0.45,0
15 Min,2021-07-18 1:30,21.3,0.79,0.46,0
15 Min,2021-07-18 1:45,20.64,1.21,0.47,0
15 Min,2021-07-18 2:00,21.04,1.6,0.48,0
15 Min,2021-07-18 2:15,20.04,0.98,0.43,0
15 Min,2021-07-18 2:30,19.85,0.69,0.39,0
15 Min,2021-07-18 2:45,19.85,1.58,0.43,0
15 Min,2021-07-18 3:00,19.18,0.98,0.39,0
15 Min,2021-07-18 3:15,19.65,1.07,0.45,0
15 Min,2021-07-18 3:30,21.37,2.06,0.45,0
15 Min,2021-07-18 3:45,19.25,0.86,0.4,0
15 Min,2021-07-18 4:00,18.99,0.67,0.39,0
15 Min,2021-07-18 4:15,19.85,1.53,0.42,0
15 Min,2021-07-18 4:30,18.92,0.78,0.38,0
15 Min,2021-07-18 4:45,19.52,0.8,0.41,0
15 Min,2021-07-18 5:00,19.05,1.82,0.42,0
15 Min,2021-07-18 5:15,20.24,1.29,0.42,0
15 Min,2021-07-18 5:30,20.37,1.7,0.43,0
15 Min,2021-07-18 5:45,19.52,2.98,0.41,0
15 Min,2021-07-18 6:00,19.45,2.15,0.4,0
15 Min,2021-07-18 6:15,18.85,1.11,0.43,0
15 Min,2021-07-18 6:30,21.1,2.23,0.46,0
15 Min,2021-07-18 6:45,21.04,2.61,0.44,0
15 Min,2021-07-18 7:00,19.45,2.09,0.44,0
15 Min,2021-07-18 7:15,21.3,2.69,0.44,0
15 Min,2021-07-18 7:30,19.25,1.9,0.4,0
15 Min,2021-07-18 7:45,21.04,3.25,0.55,0
15 Min,2021-07-18 8:00,22.23,2.55,0.45,0
15 Min,2021-07-18 8:15,19.78,2.63,0.44,0
15 Min,2021-07-18 8:30,21.1,2.32,0.45,0
15 Min,2021-07-18 8:45,19.18,2.39,0.41,0
15 Min,2021-07-18 9:00,18.66,3.01,0.4,0
15 Min,2021-07-18 9:15,21.9,2.18,0.47,0
15 Min,2021-07-18 9:30,18.85,2.46,0.41,0
15 Min,2021-07-18 9:45,20.44,2.4,0.47,0
15 Min,2021-07-18 10:00,22.16,2.69,0.54,0
15 Min,2021-07-18 10:15,26.2,3.19,0.69,0
15 Min,2021-07-18 10:30,22.56,2.6,0.55,0
15 Min,2021-07-18 10:45,20.97,2.75,0.43,0
15 Min,2021-07-18 11:00,18.99,2.6,0.45,0
